Metric Name	Metric Tier	Mapped Function	Metric Data Source	Example Detailed Assessment as it "On" (only 1 metric per function)	Source	Metric Statement	Description	Method/Context	How To Measure	References	Stratification	Field Value 1	Index Value 1	Field Value 2	Index Value 2	Field Value 3	Index Value 3	Field Value 4	Index Value 4	Field Value 5	Index Value 5	Field Value 6	Index Value 6	Field Value 7	Index Value 7
Total Phosphorus - Forests and Drift Plains	Detailed	Nutrient cycling	Laboratory nutrient analysis (grab/automated samples) and/or bioindicator index outputs (e.g., diatom indices).	On	Michigan SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Nutrient concentration or bioindicator of nutrient enrichment affecting productivity and eutrophication risk.	"Context: Channel
Method: Field (sampling) and/or Desktop (data compilation)"	Collect and analyze TN/TP (or compute diatom-based nutrient index) for the reach and compare to SQT thresholds, accounting for stratified region classes.	Michigan SQT; EPA Water Quality Portal nutrient data where available; diatom index calculation references where applicable	Northern Lakes and Forests & North Central Hardwood Forests	151	0		0.29	50	0.3		0.69	12	0.7	3.9	1		
Total Phosphorus - Forests and Drift Plains	Detailed	Nutrient cycling	Laboratory nutrient analysis (grab/automated samples) and/or bioindicator index outputs (e.g., diatom indices).		Michigan SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Nutrient concentration or bioindicator of nutrient enrichment affecting productivity and eutrophication risk.	"Context: Channel
Method: Field (sampling) and/or Desktop (data compilation)"	Collect and analyze TN/TP (or compute diatom-based nutrient index) for the reach and compare to SQT thresholds, accounting for stratified region classes.	Michigan SQT; EPA Water Quality Portal nutrient data where available; diatom index calculation references where applicable	Southern Michigan/ Northern Indiana Drift Plains	186	0		0.29	90	0.3		0.69	30	0.7	12.5	1		
Total Phosphorus - Huron Erie Lake Plains & Eastern Corn Belt Plains	Detailed	Nutrient cycling	Laboratory nutrient analysis (grab/automated samples) and/or bioindicator index outputs (e.g., diatom indices).		Michigan SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Nutrient concentration or bioindicator of nutrient enrichment affecting productivity and eutrophication risk.	"Context: Channel
Method: Field (sampling) and/or Desktop (data compilation)"	Collect and analyze TN/TP (or compute diatom-based nutrient index) for the reach and compare to SQT thresholds, accounting for stratified region classes.	Michigan SQT; EPA Water Quality Portal nutrient data where available; diatom index calculation references where applicable	Huron Erie Lake Plains & Eastern Corn Belt Plains	550	0		0.29	160	0.3		0.69	70	0.7	29	1		
Buffer Width - Stream Type A, B, or Bc	Detailed	Nutrient cycling	GIS buffer analysis and/or field tape/laser measurements along both banks.		North Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Width of vegetated riparian buffer that filters nutrients/sediment and moderates temperature and organic matter inputs.	"Context: Riparian/Floodplain
Method: Desktop (GIS) and/or Field"	Measure average buffer width along the reach by land use/valley setting; apply slope- or stream-type-stratified SQT thresholds.	North Carolina SQT; EPA EnviroAtlas/StreamCat riparian metrics where available; high-resolution imagery		0	0		0.29	13	0.3		0.69	30	0.7	50	1		
Buffer Width - Stream type C or E	Detailed	Nutrient cycling	GIS buffer analysis and/or field tape/laser measurements along both banks.		North Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Width of vegetated riparian buffer that filters nutrients/sediment and moderates temperature and organic matter inputs.	"Context: Riparian/Floodplain
Method: Desktop (GIS) and/or Field"	Measure average buffer width along the reach by land use/valley setting; apply slope- or stream-type-stratified SQT thresholds.	North Carolina SQT; EPA EnviroAtlas/StreamCat riparian metrics where available; high-resolution imagery		0	0		0.29	30	0.3		0.69	45	0.7	150	1		
Total Nitrogen	Detailed	Nutrient cycling	Laboratory nutrient analysis (grab/automated samples) and/or bioindicator index outputs (e.g., diatom indices).		North Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Nutrient concentration or bioindicator of nutrient enrichment affecting productivity and eutrophication risk.	"Context: Channel
Method: Field (sampling) and/or Desktop (data compilation)"	Collect and analyze TN/TP (or compute diatom-based nutrient index) for the reach and compare to SQT thresholds, accounting for stratified region classes.	North Carolina SQT; EPA Water Quality Portal nutrient data where available; diatom index calculation references where applicable		3.9	0.082174		0.29	2	0.3		0.69	0.7	0.7	0	1		
Total Phosphorous- Adjacent	Detailed	Nutrient cycling	Laboratory nutrient analysis (grab/automated samples) and/or bioindicator index outputs (e.g., diatom indices).		North Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Nutrient concentration or bioindicator of nutrient enrichment affecting productivity and eutrophication risk.	"Context: Channel
Method: Field (sampling) and/or Desktop (data compilation)"	Collect and analyze TN/TP (or compute diatom-based nutrient index) for the reach and compare to SQT thresholds, accounting for stratified region classes.	North Carolina SQT; EPA Water Quality Portal nutrient data where available; diatom index calculation references where applicable		0.236	0		0.2	0.18	0.3		0.6	0.09	0.7	0	1		
Total Nitrogen	Detailed	Nutrient cycling	Laboratory nutrient analysis (grab/automated samples) and/or bioindicator index outputs (e.g., diatom indices).		South Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Nutrient concentration or bioindicator of nutrient enrichment affecting productivity and eutrophication risk.	"Context: Channel
Method: Field (sampling) and/or Desktop (data compilation)"	Collect and analyze TN/TP (or compute diatom-based nutrient index) for the reach and compare to SQT thresholds, accounting for stratified region classes.	South Carolina SQT; EPA Water Quality Portal nutrient data where available; diatom index calculation references where applicable		2.3	0		0.29		0.3		0.69	0.8	0.7	0.4	1		
Total Phosphorous	Detailed	Nutrient cycling	Laboratory nutrient analysis (grab/automated samples) and/or bioindicator index outputs (e.g., diatom indices).		South Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Nutrient concentration or bioindicator of nutrient enrichment affecting productivity and eutrophication risk.	"Context: Channel
Method: Field (sampling) and/or Desktop (data compilation)"	Collect and analyze TN/TP (or compute diatom-based nutrient index) for the reach and compare to SQT thresholds, accounting for stratified region classes.	South Carolina SQT; EPA Water Quality Portal nutrient data where available; diatom index calculation references where applicable		0.2	0		0.29		0.3		0.69	0.08	0.7	0.04	1		
Buffer Width - Single Family Residential	Detailed	Nutrient cycling	GIS buffer analysis and/or field tape/laser measurements along both banks.		South Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Width of vegetated riparian buffer that filters nutrients/sediment and moderates temperature and organic matter inputs.	"Context: Riparian/Floodplain
Method: Desktop (GIS) and/or Field"	Measure average buffer width along the reach by land use/valley setting; apply slope- or stream-type-stratified SQT thresholds.	South Carolina SQT; EPA EnviroAtlas/StreamCat riparian metrics where available; high-resolution imagery	Buffer slope < 5%	0	0		0.29		0.3		0.69	50	0.7	300	1		
Buffer Width - Single Family Residential	Detailed	Nutrient cycling	GIS buffer analysis and/or field tape/laser measurements along both banks.		South Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Width of vegetated riparian buffer that filters nutrients/sediment and moderates temperature and organic matter inputs.	"Context: Riparian/Floodplain
Method: Desktop (GIS) and/or Field"	Measure average buffer width along the reach by land use/valley setting; apply slope- or stream-type-stratified SQT thresholds.	South Carolina SQT; EPA EnviroAtlas/StreamCat riparian metrics where available; high-resolution imagery	Buffer slope 5-20%	0	0		0.29		0.3		0.69	100	0.7	300	1		
Buffer Width - Single Family Residential	Detailed	Nutrient cycling	GIS buffer analysis and/or field tape/laser measurements along both banks.		South Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Width of vegetated riparian buffer that filters nutrients/sediment and moderates temperature and organic matter inputs.	"Context: Riparian/Floodplain
Method: Desktop (GIS) and/or Field"	Measure average buffer width along the reach by land use/valley setting; apply slope- or stream-type-stratified SQT thresholds.	South Carolina SQT; EPA EnviroAtlas/StreamCat riparian metrics where available; high-resolution imagery	Buffer slope 21-40%	0	0		0.29		0.3		0.69	150	0.7	300	1		
Buffer Width - Single Family Residential	Detailed	Nutrient cycling	GIS buffer analysis and/or field tape/laser measurements along both banks.		South Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Width of vegetated riparian buffer that filters nutrients/sediment and moderates temperature and organic matter inputs.	"Context: Riparian/Floodplain
Method: Desktop (GIS) and/or Field"	Measure average buffer width along the reach by land use/valley setting; apply slope- or stream-type-stratified SQT thresholds.	South Carolina SQT; EPA EnviroAtlas/StreamCat riparian metrics where available; high-resolution imagery	Buffer slope >40%	0	0		0.29		0.3		0.69	200	0.7	300	1		
Buffer Width - Multi-Family Residential	Detailed	Nutrient cycling	GIS buffer analysis and/or field tape/laser measurements along both banks.		South Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Width of vegetated riparian buffer that filters nutrients/sediment and moderates temperature and organic matter inputs.	"Context: Riparian/Floodplain
Method: Desktop (GIS) and/or Field"	Measure average buffer width along the reach by land use/valley setting; apply slope- or stream-type-stratified SQT thresholds.	South Carolina SQT; EPA EnviroAtlas/StreamCat riparian metrics where available; high-resolution imagery	Buffer slope < 5%	0	0		0.29		0.3		0.69	60	0.7	300	1		
Buffer Width - Multi-Family Residential	Detailed	Nutrient cycling	GIS buffer analysis and/or field tape/laser measurements along both banks.		South Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Width of vegetated riparian buffer that filters nutrients/sediment and moderates temperature and organic matter inputs.	"Context: Riparian/Floodplain
Method: Desktop (GIS) and/or Field"	Measure average buffer width along the reach by land use/valley setting; apply slope- or stream-type-stratified SQT thresholds.	South Carolina SQT; EPA EnviroAtlas/StreamCat riparian metrics where available; high-resolution imagery	Buffer slope 5-20%	0	0		0.29		0.3		0.69	120	0.7	300	1		
Buffer Width - Multi-Family Residential	Detailed	Nutrient cycling	GIS buffer analysis and/or field tape/laser measurements along both banks.		South Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Width of vegetated riparian buffer that filters nutrients/sediment and moderates temperature and organic matter inputs.	"Context: Riparian/Floodplain
Method: Desktop (GIS) and/or Field"	Measure average buffer width along the reach by land use/valley setting; apply slope- or stream-type-stratified SQT thresholds.	South Carolina SQT; EPA EnviroAtlas/StreamCat riparian metrics where available; high-resolution imagery	Buffer slope 21-40%	0	0		0.29		0.3		0.69	180	0.7	300	1		
Buffer Width - Multi-Family Residential	Detailed	Nutrient cycling	GIS buffer analysis and/or field tape/laser measurements along both banks.		South Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Width of vegetated riparian buffer that filters nutrients/sediment and moderates temperature and organic matter inputs.	"Context: Riparian/Floodplain
Method: Desktop (GIS) and/or Field"	Measure average buffer width along the reach by land use/valley setting; apply slope- or stream-type-stratified SQT thresholds.	South Carolina SQT; EPA EnviroAtlas/StreamCat riparian metrics where available; high-resolution imagery	Buffer slope >40%	0	0		0.29		0.3		0.69	240	0.7		1		
Buffer Width - Commercial / Golf Course / Agriculture / Silviculture	Detailed	Nutrient cycling	GIS buffer analysis and/or field tape/laser measurements along both banks.		South Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Width of vegetated riparian buffer that filters nutrients/sediment and moderates temperature and organic matter inputs.	"Context: Riparian/Floodplain
Method: Desktop (GIS) and/or Field"	Measure average buffer width along the reach by land use/valley setting; apply slope- or stream-type-stratified SQT thresholds.	South Carolina SQT; EPA EnviroAtlas/StreamCat riparian metrics where available; high-resolution imagery	Buffer slope < 5%	0	0		0.29		0.3		0.69	150	0.7	300	1		
Buffer Width - Commercial / Golf Course / Agriculture / Silviculture	Detailed	Nutrient cycling	GIS buffer analysis and/or field tape/laser measurements along both banks.		South Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Width of vegetated riparian buffer that filters nutrients/sediment and moderates temperature and organic matter inputs.	"Context: Riparian/Floodplain
Method: Desktop (GIS) and/or Field"	Measure average buffer width along the reach by land use/valley setting; apply slope- or stream-type-stratified SQT thresholds.	South Carolina SQT; EPA EnviroAtlas/StreamCat riparian metrics where available; high-resolution imagery	Buffer slope 5-20%	0	0		0.29		0.3		0.69	150	0.7	300	1		
Buffer Width - Commercial / Golf Course / Agriculture / Silviculture	Detailed	Nutrient cycling	GIS buffer analysis and/or field tape/laser measurements along both banks.		South Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Width of vegetated riparian buffer that filters nutrients/sediment and moderates temperature and organic matter inputs.	"Context: Riparian/Floodplain
Method: Desktop (GIS) and/or Field"	Measure average buffer width along the reach by land use/valley setting; apply slope- or stream-type-stratified SQT thresholds.	South Carolina SQT; EPA EnviroAtlas/StreamCat riparian metrics where available; high-resolution imagery	Buffer slope 21-40%	0	0		0.29		0.3		0.69	225	0.7		1		
Buffer Width - Commercial / Golf Course / Agriculture / Silviculture	Detailed	Nutrient cycling	GIS buffer analysis and/or field tape/laser measurements along both banks.		South Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Width of vegetated riparian buffer that filters nutrients/sediment and moderates temperature and organic matter inputs.	"Context: Riparian/Floodplain
Method: Desktop (GIS) and/or Field"	Measure average buffer width along the reach by land use/valley setting; apply slope- or stream-type-stratified SQT thresholds.	South Carolina SQT; EPA EnviroAtlas/StreamCat riparian metrics where available; high-resolution imagery	Buffer slope >40%	0	0		0.29		0.3		0.69	300	0.7		1		
Buffer Width - Industrial / Landfill	Detailed	Nutrient cycling	GIS buffer analysis and/or field tape/laser measurements along both banks.		South Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Width of vegetated riparian buffer that filters nutrients/sediment and moderates temperature and organic matter inputs.	"Context: Riparian/Floodplain
Method: Desktop (GIS) and/or Field"	Measure average buffer width along the reach by land use/valley setting; apply slope- or stream-type-stratified SQT thresholds.	South Carolina SQT; EPA EnviroAtlas/StreamCat riparian metrics where available; high-resolution imagery	Buffer slope < 5%	0	0		0.29		0.3		0.69	150	0.7	300	1		
Buffer Width - Industrial / Landfill	Detailed	Nutrient cycling	GIS buffer analysis and/or field tape/laser measurements along both banks.		South Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Width of vegetated riparian buffer that filters nutrients/sediment and moderates temperature and organic matter inputs.	"Context: Riparian/Floodplain
Method: Desktop (GIS) and/or Field"	Measure average buffer width along the reach by land use/valley setting; apply slope- or stream-type-stratified SQT thresholds.	South Carolina SQT; EPA EnviroAtlas/StreamCat riparian metrics where available; high-resolution imagery	Buffer slope 5-20%	0	0		0.29		0.3		0.69	250	0.7		1		
Buffer Width - Industrial / Landfill	Detailed	Nutrient cycling	GIS buffer analysis and/or field tape/laser measurements along both banks.		South Carolina SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Width of vegetated riparian buffer that filters nutrients/sediment and moderates temperature and organic matter inputs.	"Context: Riparian/Floodplain
Method: Desktop (GIS) and/or Field"	Measure average buffer width along the reach by land use/valley setting; apply slope- or stream-type-stratified SQT thresholds.	South Carolina SQT; EPA EnviroAtlas/StreamCat riparian metrics where available; high-resolution imagery	Buffer slope 21-40%	0	0		0.29		0.3		0.69	350	0.7		1		
Diatom Phosphorus Index (DPI)	Detailed	Nutrient cycling	Laboratory nutrient analysis (grab/automated samples) and/or bioindicator index outputs (e.g., diatom indices).		Wisconsin SQT	Nitrogen and phosphorus inputs and transformations support productivity without causing eutrophication or nuisance growth.	Nutrient concentration or bioindicator of nutrient enrichment affecting productivity and eutrophication risk.	"Context: Channel
Method: Field (sampling) and/or Desktop (data compilation)"	Collect and analyze TN/TP (or compute diatom-based nutrient index) for the reach and compare to SQT thresholds, accounting for stratified region classes.	Wisconsin SQT; EPA Water Quality Portal nutrient data where available; diatom index calculation references where applicable			0		0.29	150	0.3		0.69	75	0.7		1		
Daily Average Turbidity	Detailed	Water & soil quality	In-situ sensors/meters and/or grab samples with lab analysis; existing monitoring databases.	On	Alaska SQT	Physical and chemical processes limit pollutants and maintain water quality suitable for designated uses.	Water-quality condition affecting aquatic life and designated uses (oxygen stress, sediment/turbidity, bacteria, or ionic strength).	"Context: Channel
Method: Field (meter/logger) and/or Desktop (data compilation)"	Collect field measurements (spot or continuous) and/or compile recent lab results for the reach; summarize relevant statistic (e.g., daily mean/max) per SQT; score against thresholds.	Alaska SQT; EPA Water Quality Portal; USGS NWIS water-quality records where available		100	0		0.29		0.3		0.69	10	0.7	3	1		
Dissolved Oxygen Concentration	Detailed	Water & soil quality	In-situ sensors/meters and/or grab samples with lab analysis; existing monitoring databases.		Colorado SQT	Physical and chemical processes limit pollutants and maintain water quality suitable for designated uses.	Water-quality condition affecting aquatic life and designated uses (oxygen stress, sediment/turbidity, bacteria, or ionic strength).	"Context: Channel
Method: Field (meter/logger) and/or Desktop (data compilation)"	Collect field measurements (spot or continuous) and/or compile recent lab results for the reach; summarize relevant statistic (e.g., daily mean/max) per SQT; score against thresholds.	Colorado SQT; EPA Water Quality Portal; USGS NWIS water-quality records where available		6	0		0.29		0.3		0.69	9	0.7		1		
E. Coli/100mL	Detailed	Water & soil quality	In-situ sensors/meters and/or grab samples with lab analysis; existing monitoring databases.		Michigan SQT	Physical and chemical processes limit pollutants and maintain water quality suitable for designated uses.	Water-quality condition affecting aquatic life and designated uses (oxygen stress, sediment/turbidity, bacteria, or ionic strength).	"Context: Channel
Method: Field (meter/logger) and/or Desktop (data compilation)"	Collect field measurements (spot or continuous) and/or compile recent lab results for the reach; summarize relevant statistic (e.g., daily mean/max) per SQT; score against thresholds.	Michigan SQT; EPA Water Quality Portal; USGS NWIS water-quality records where available		4500	0		0.29	1000	0.3		0.69	300	0.7	10	1		
Dissolved Oxygen	Detailed	Water & soil quality	In-situ sensors/meters and/or grab samples with lab analysis; existing monitoring databases.		Michigan SQT	Physical and chemical processes limit pollutants and maintain water quality suitable for designated uses.	Water-quality condition affecting aquatic life and designated uses (oxygen stress, sediment/turbidity, bacteria, or ionic strength).	"Context: Channel
Method: Field (meter/logger) and/or Desktop (data compilation)"	Collect field measurements (spot or continuous) and/or compile recent lab results for the reach; summarize relevant statistic (e.g., daily mean/max) per SQT; score against thresholds.	Michigan SQT; EPA Water Quality Portal; USGS NWIS water-quality records where available	Coldwater & Cold-Transitional		0		0.29	6	0.3		0.69	7	0.7		1		
Dissolved Oxygen	Detailed	Water & soil quality	In-situ sensors/meters and/or grab samples with lab analysis; existing monitoring databases.		Michigan SQT	Physical and chemical processes limit pollutants and maintain water quality suitable for designated uses.	Water-quality condition affecting aquatic life and designated uses (oxygen stress, sediment/turbidity, bacteria, or ionic strength).	"Context: Channel
Method: Field (meter/logger) and/or Desktop (data compilation)"	Collect field measurements (spot or continuous) and/or compile recent lab results for the reach; summarize relevant statistic (e.g., daily mean/max) per SQT; score against thresholds.	Michigan SQT; EPA Water Quality Portal; USGS NWIS water-quality records where available	Warm & Warm-transitional		0		0.29	4	0.3		0.69	5	0.7		1		
DO	Detailed	Water & soil quality	In-situ sensors/meters and/or grab samples with lab analysis; existing monitoring databases.		Minnesota SQT	Physical and chemical processes limit pollutants and maintain water quality suitable for designated uses.	Water-quality condition affecting aquatic life and designated uses (oxygen stress, sediment/turbidity, bacteria, or ionic strength).	"Context: Channel
Method: Field (meter/logger) and/or Desktop (data compilation)"	Collect field measurements (spot or continuous) and/or compile recent lab results for the reach; summarize relevant statistic (e.g., daily mean/max) per SQT; score against thresholds.	Minnesota SQT; EPA Water Quality Portal; USGS NWIS water-quality records where available	2A	5.25	0		0.29	6.3	0.3		0.69	7.7	0.7	8.75	1		
DO	Detailed	Water & soil quality	In-situ sensors/meters and/or grab samples with lab analysis; existing monitoring databases.		Minnesota SQT	Physical and chemical processes limit pollutants and maintain water quality suitable for designated uses.	Water-quality condition affecting aquatic life and designated uses (oxygen stress, sediment/turbidity, bacteria, or ionic strength).	"Context: Channel
Method: Field (meter/logger) and/or Desktop (data compilation)"	Collect field measurements (spot or continuous) and/or compile recent lab results for the reach; summarize relevant statistic (e.g., daily mean/max) per SQT; score against thresholds.	Minnesota SQT; EPA Water Quality Portal; USGS NWIS water-quality records where available	2B/2Bd	0.75	0		0.29	0.9	0.3		0.69	1.1	0.7	1.25	1		
TSS	Detailed	Water & soil quality	In-situ sensors/meters and/or grab samples with lab analysis; existing monitoring databases.		Minnesota SQT	Physical and chemical processes limit pollutants and maintain water quality suitable for designated uses.	Water-quality condition affecting aquatic life and designated uses (oxygen stress, sediment/turbidity, bacteria, or ionic strength).	"Context: Channel
Method: Field (meter/logger) and/or Desktop (data compilation)"	Collect field measurements (spot or continuous) and/or compile recent lab results for the reach; summarize relevant statistic (e.g., daily mean/max) per SQT; score against thresholds.	Minnesota SQT; EPA Water Quality Portal; USGS NWIS water-quality records where available	2A / -	12.5	0		0.29	11	0.3		0.69	9	0.7	7.5	1		
TSS	Detailed	Water & soil quality	In-situ sensors/meters and/or grab samples with lab analysis; existing monitoring databases.		Minnesota SQT	Physical and chemical processes limit pollutants and maintain water quality suitable for designated uses.	Water-quality condition affecting aquatic life and designated uses (oxygen stress, sediment/turbidity, bacteria, or ionic strength).	"Context: Channel
Method: Field (meter/logger) and/or Desktop (data compilation)"	Collect field measurements (spot or continuous) and/or compile recent lab results for the reach; summarize relevant statistic (e.g., daily mean/max) per SQT; score against thresholds.	Minnesota SQT; EPA Water Quality Portal; USGS NWIS water-quality records where available	2B/2Bd - North	18.8	0		0.29	16.5	0.3		0.69	13.5	0.7	11.3	1		
TSS	Detailed	Water & soil quality	In-situ sensors/meters and/or grab samples with lab analysis; existing monitoring databases.		Minnesota SQT	Physical and chemical processes limit pollutants and maintain water quality suitable for designated uses.	Water-quality condition affecting aquatic life and designated uses (oxygen stress, sediment/turbidity, bacteria, or ionic strength).	"Context: Channel
Method: Field (meter/logger) and/or Desktop (data compilation)"	Collect field measurements (spot or continuous) and/or compile recent lab results for the reach; summarize relevant statistic (e.g., daily mean/max) per SQT; score against thresholds.	Minnesota SQT; EPA Water Quality Portal; USGS NWIS water-quality records where available	2B/2Bd - Central	37.5	0		0.29	33	0.3		0.69	27	0.7	22.5	1		
TSS	Detailed	Water & soil quality	In-situ sensors/meters and/or grab samples with lab analysis; existing monitoring databases.		Minnesota SQT	Physical and chemical processes limit pollutants and maintain water quality suitable for designated uses.	Water-quality condition affecting aquatic life and designated uses (oxygen stress, sediment/turbidity, bacteria, or ionic strength).	"Context: Channel
Method: Field (meter/logger) and/or Desktop (data compilation)"	Collect field measurements (spot or continuous) and/or compile recent lab results for the reach; summarize relevant statistic (e.g., daily mean/max) per SQT; score against thresholds.	Minnesota SQT; EPA Water Quality Portal; USGS NWIS water-quality records where available	2B/2Bd - South	81.2	0		0.29	71.5	0.3		0.69	58.5	0.7	48.7	1		
Specific Conductivity in Piedmont	Detailed	Water & soil quality	In-situ sensors/meters and/or grab samples with lab analysis; existing monitoring databases.		North Carolina SQT	Physical and chemical processes limit pollutants and maintain water quality suitable for designated uses.	Water-quality condition affecting aquatic life and designated uses (oxygen stress, sediment/turbidity, bacteria, or ionic strength).	"Context: Channel
Method: Field (meter/logger) and/or Desktop (data compilation)"	Collect field measurements (spot or continuous) and/or compile recent lab results for the reach; summarize relevant statistic (e.g., daily mean/max) per SQT; score against thresholds.	North Carolina SQT; EPA Water Quality Portal; USGS NWIS water-quality records where available		342.8846154	0		0.2	229	0.3	78	0.69		0.7		1		
Specific Conductivity in Mountain Region	Detailed	Water & soil quality	In-situ sensors/meters and/or grab samples with lab analysis; existing monitoring databases.		North Carolina SQT	Physical and chemical processes limit pollutants and maintain water quality suitable for designated uses.	Water-quality condition affecting aquatic life and designated uses (oxygen stress, sediment/turbidity, bacteria, or ionic strength).	"Context: Channel
Method: Field (meter/logger) and/or Desktop (data compilation)"	Collect field measurements (spot or continuous) and/or compile recent lab results for the reach; summarize relevant statistic (e.g., daily mean/max) per SQT; score against thresholds.	North Carolina SQT; EPA Water Quality Portal; USGS NWIS water-quality records where available		85.23076923	0		0.2	66	0.3	41	0.69		0.7		1		
Fecal Coliform Bacteria	Detailed	Water & soil quality	In-situ sensors/meters and/or grab samples with lab analysis; existing monitoring databases.		North Carolina SQT	Physical and chemical processes limit pollutants and maintain water quality suitable for designated uses.	Water-quality condition affecting aquatic life and designated uses (oxygen stress, sediment/turbidity, bacteria, or ionic strength).	"Context: Channel
Method: Field (meter/logger) and/or Desktop (data compilation)"	Collect field measurements (spot or continuous) and/or compile recent lab results for the reach; summarize relevant statistic (e.g., daily mean/max) per SQT; score against thresholds.	North Carolina SQT; EPA Water Quality Portal; USGS NWIS water-quality records where available		284.2524161	0		0.29	199	0.3		0.69	85.27572484	0.7	0	1		
E.Coli (MPN/100ml)	Detailed	Water & soil quality	In-situ sensors/meters and/or grab samples with lab analysis; existing monitoring databases.		South Carolina SQT	Physical and chemical processes limit pollutants and maintain water quality suitable for designated uses.	Water-quality condition affecting aquatic life and designated uses (oxygen stress, sediment/turbidity, bacteria, or ionic strength).	"Context: Channel
Method: Field (meter/logger) and/or Desktop (data compilation)"	Collect field measurements (spot or continuous) and/or compile recent lab results for the reach; summarize relevant statistic (e.g., daily mean/max) per SQT; score against thresholds.	South Carolina SQT; EPA Water Quality Portal; USGS NWIS water-quality records where available		0		0.29	349	0.3		0.69	121	0.7	35	1			
TSS and Turbidity	Detailed	Water & soil quality	In-situ sensors/meters and/or grab samples with lab analysis; existing monitoring databases.		South Carolina SQT	Physical and chemical processes limit pollutants and maintain water quality suitable for designated uses.	Water-quality condition affecting aquatic life and designated uses (oxygen stress, sediment/turbidity, bacteria, or ionic strength).	"Context: Channel
Method: Field (meter/logger) and/or Desktop (data compilation)"	Collect field measurements (spot or continuous) and/or compile recent lab results for the reach; summarize relevant statistic (e.g., daily mean/max) per SQT; score against thresholds.	South Carolina SQT; EPA Water Quality Portal; USGS NWIS water-quality records where available		100	0		0.29	50	0.3		0.69		0.7	10	1		
Pool Spacing Ratio for B and Ba Stream Types	Detailed	Habitat provision	Field habitat mapping (riffle/pool units, wood counts) with optional aerial imagery support.		Alaska SQT	Channel and floodplain structure supply depth, velocity, substrate diversity, and cover to support native organisms through all life stages.	In-stream habitat structure metric (pools/riffles/wood) indicating habitat diversity and cover for aquatic organisms.	"Context: Channel
Method: Field"	Map riffle and pool units along the reach; compute ratios (pool spacing or pool depth ratio) or percent riffle by length following SQT definitions.	Alaska SQT; Rapid habitat assessment/geomorphic unit mapping methods		6	0		0.29		0.3		0.69	3.9	0.7	2	1		
Pool Spacing Ratio for Bc Stream Types	Detailed	Habitat provision	Field habitat mapping (riffle/pool units, wood counts) with optional aerial imagery support.		Alaska SQT	Channel and floodplain structure supply depth, velocity, substrate diversity, and cover to support native organisms through all life stages.	In-stream habitat structure metric (pools/riffles/wood) indicating habitat diversity and cover for aquatic organisms.	"Context: Channel
Method: Field"	Map riffle and pool units along the reach; compute ratios (pool spacing or pool depth ratio) or percent riffle by length following SQT definitions.	Alaska SQT; Rapid habitat assessment/geomorphic unit mapping methods			0		0.29		0.3		0.69	6	0.7	3.4	1		
