cycle,database_style_key,epa_short_name,indicator,source_dataset,epa_definition_what_it_measures,sample_or_record_type_s,legal_values_format,range_low,range_high,definition_status,convenience_prefix,appears_in_count_datasets,metadata_record_count
2324,periphyton_biomass_PUBLICATION_DATE,PUBLICATION_DATE,Periphyton Biomass,NRSA 2324 Periphyton Biomass,Date of data file publication,COLUMN,,,,Single metadata definition,periphyton_biomass,16,1
2324,periphyton_biomass_QA_FLAG,QA_FLAG,Periphyton Biomass,NRSA 2324 Periphyton Biomass,QA flag from laboratory,PBIO,,,,Single metadata definition,periphyton_biomass,3,1
2324,periphyton_biomass_RESULT,RESULT,Periphyton Biomass,NRSA 2324 Periphyton Biomass,Value of associated parameter,COLUMN,,,,Single metadata definition,periphyton_biomass,4,1
2324,periphyton_biomass_RESULT_UNITS,RESULT_UNITS,Periphyton Biomass,NRSA 2324 Periphyton Biomass,Result unit,COLUMN,,,,Single metadata definition,periphyton_biomass,3,1
2324,periphyton_biomass_RESULT_VOL,RESULT_VOL,Periphyton Biomass,NRSA 2324 Periphyton Biomass,"Result by volume, before correcting for area sampled",PBIO,,,,Single metadata definition,periphyton_biomass,2,1
2324,periphyton_biomass_RESULT_VOL_UNITS,RESULT_VOL_UNITS,Periphyton Biomass,NRSA 2324 Periphyton Biomass,Units for result by volume (ug/L),COLUMN,,,,Single metadata definition,periphyton_biomass,2,1
2324,periphyton_biomass_RL,RL,Periphyton Biomass,NRSA 2324 Periphyton Biomass,"Reporting Limit, units varying",PBIO,,,,Single metadata definition,periphyton_biomass,4,1
2324,periphyton_biomass_RL_UNITS,RL_UNITS,Periphyton Biomass,NRSA 2324 Periphyton Biomass,Units for reporting limit,COLUMN,,,,Single metadata definition,periphyton_biomass,1,1
2324,periphyton_biomass_SAM_CODE,SAM_CODE,Periphyton Biomass,NRSA 2324 Periphyton Biomass,"Sample code (e.g., regular, lab duplicate, lab split)",COLUMN,,,,Single metadata definition,periphyton_biomass,6,1
2324,periphyton_biomass_SAMPLE_ID,SAMPLE_ID,Periphyton Biomass,NRSA 2324 Periphyton Biomass,Periphyton Biomass (PBIO) sample id,PBIO,,,,Single metadata definition,periphyton_biomass,4,1
2324,periphyton_biomass_SAMPLE_TYPE,SAMPLE_TYPE,Periphyton Biomass,NRSA 2324 Periphyton Biomass,Code identifying sample type: PBIO=Periphyton biomass,COLUMN,,,,Single metadata definition,periphyton_biomass,7,1
2324,periphyton_biomass_SITE_ID,SITE_ID,Periphyton Biomass,NRSA 2324 Periphyton Biomass,"Site ID for the study and year sampled. Preferred form is NRSnn_MM-xxxxx where nn is current cycle year (04, 08, 13, 18, etc), MM is two letter state code, and xxxxx is between 10001 and 99999. No missing or \blank\"" values allowed.""",DESIGN,,,,Single metadata definition,periphyton_biomass,15,1
2324,periphyton_biomass_UID,UID,Periphyton Biomass,NRSA 2324 Periphyton Biomass,Unique site visit ID,COLUMN,,,,Single metadata definition,periphyton_biomass,15,1
2324,periphyton_biomass_UNIQUE_ID,UNIQUE_ID,Periphyton Biomass,NRSA 2324 Periphyton Biomass,Unique site ID based on location that does not depend on year sampled or any other factor. Form is NRS_ss_nnnnn where ss state and nnnnn is number that starts at 10001. No missing values allowed.,COLUMN,,,,Single metadata definition,periphyton_biomass,15,1
2324,periphyton_biomass_VISIT_NO,VISIT_NO,Periphyton Biomass,NRSA 2324 Periphyton Biomass,Number identifying which visit this is,VERIF,|1|2,,,Single metadata definition,periphyton_biomass,15,1
2324,periphyton_biomass_VOLUME_FILTERED,VOLUME_FILTERED,Periphyton Biomass,NRSA 2324 Periphyton Biomass,Volume of water filtered,PBIO,,,,Single metadata definition,periphyton_biomass,2,1
2324,periphyton_biomass_VOLUME_FILTERED_UNITS,VOLUME_FILTERED_UNITS,Periphyton Biomass,NRSA 2324 Periphyton Biomass,Units for volume filtered for chlorophyll a,COLUMN,,,,Single metadata definition,periphyton_biomass,1,1
2324,periphyton_chla_BATCH_ID,BATCH_ID,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Laboratory Batch ID,COLUMN,,,,Single metadata definition,periphyton_chla,5,1
2324,periphyton_chla_DATE_ANALYZED,DATE_ANALYZED,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Date sample analyzed,PCHL,,,,Single metadata definition,periphyton_chla,3,1
2324,periphyton_chla_DATE_COL,DATE_COL,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Date of data collection in field,VERIF,,,,Single metadata definition,periphyton_chla,15,1
2324,periphyton_chla_DATE_RECEIVED,DATE_RECEIVED,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Date sample received,PCHL,,,,Single metadata definition,periphyton_chla,3,1
2324,periphyton_chla_DILUTION_FACTOR,DILUTION_FACTOR,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Dilution factor,PCHL,,,,Single metadata definition,periphyton_chla,2,1
2324,periphyton_chla_EXTRACT,EXTRACT,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Amount in extract by volume,PCHL,,,,Single metadata definition,periphyton_chla,2,1
2324,periphyton_chla_HOLDING_TIME,HOLDING_TIME,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Holding time,PCHL,,,,Single metadata definition,periphyton_chla,2,1
2324,periphyton_chla_LAB,LAB,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Laboratory processing sample,COLUMN,,,,Single metadata definition,periphyton_chla,6,1
2324,periphyton_chla_LAB_SAMPLE_ID,LAB_SAMPLE_ID,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Laboratory Sample ID,PCHL,,,,Single metadata definition,periphyton_chla,2,1
2324,periphyton_chla_MATRIX,MATRIX,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,"Type of sample (e.g., water, sediment, tissue)",COLUMN,,,,Single metadata definition,periphyton_chla,6,1
2324,periphyton_chla_MDL,MDL,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Minimum Detection Limit,PCHL,,,,Single metadata definition,periphyton_chla,3,1
2324,periphyton_chla_NARS_FLAG,NARS_FLAG,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,"Flag assigned by NARS: ND = Non-detect, L = Estimated, Q = Quality-related issue, S = Shipping time exceedence, H = Holding time exceedence, NR = No lab result for analyte",PCHL,,,,Single metadata definition,periphyton_chla,5,1
2324,periphyton_chla_PSTL_CODE,PSTL_CODE,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,"State two letter postal code for site sampled. 50 state postal codes plus AS, MP, GU, PR, VI for American Samoa, Commonwealth of Northern Marianas, Guam, Puerto Rico and Virgin Islands. No missing or \blank\"" values allowed.""",DESIGN,,,,Single metadata definition,periphyton_chla,15,1
2324,periphyton_chla_PUBLICATION_DATE,PUBLICATION_DATE,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Date of data file publication,COLUMN,,,,Single metadata definition,periphyton_chla,16,1
2324,periphyton_chla_QA_FLAG,QA_FLAG,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,QA flag from laboratory,PCHL,,,,Single metadata definition,periphyton_chla,3,1
2324,periphyton_chla_RESULT,RESULT,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Value of associated parameter,COLUMN,,,,Single metadata definition,periphyton_chla,4,1
2324,periphyton_chla_RESULT_UNITS,RESULT_UNITS,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Result unit,COLUMN,,,,Single metadata definition,periphyton_chla,3,1
2324,periphyton_chla_RESULT_VOL,RESULT_VOL,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,"Result by volume, before correcting for area sampled",PCHL,,,,Single metadata definition,periphyton_chla,2,1
2324,periphyton_chla_RESULT_VOL_UNITS,RESULT_VOL_UNITS,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Units for result by volume (ug/L),COLUMN,,,,Single metadata definition,periphyton_chla,2,1
2324,periphyton_chla_RL,RL,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,"Reporting Limit, units varying",PCHL,,,,Single metadata definition,periphyton_chla,4,1
2324,periphyton_chla_SAM_CODE,SAM_CODE,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,"Sample code (e.g., regular, lab duplicate, lab split)",COLUMN,,,,Single metadata definition,periphyton_chla,6,1
2324,periphyton_chla_SAMPLE_ID,SAMPLE_ID,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Periphyton Chlorophyll (PCHL) sample id,PCHL,,,,Single metadata definition,periphyton_chla,4,1
2324,periphyton_chla_SHIP_FLAG,SHIP_FLAG,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Shipping flag,PCHL,,,,Single metadata definition,periphyton_chla,1,1
2324,periphyton_chla_SITE_ID,SITE_ID,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,"Site ID for the study and year sampled. Preferred form is NRSnn_MM-xxxxx where nn is current cycle year (04, 08, 13, 18, etc), MM is two letter state code, and xxxxx is between 10001 and 99999. No missing or \blank\"" values allowed.""",DESIGN,,,,Single metadata definition,periphyton_chla,15,1
2324,periphyton_chla_UID,UID,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Unique site visit ID,COLUMN,,,,Single metadata definition,periphyton_chla,15,1
2324,periphyton_chla_UNIQUE_ID,UNIQUE_ID,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Unique site ID based on location that does not depend on year sampled or any other factor. Form is NRS_ss_nnnnn where ss state and nnnnn is number that starts at 10001. No missing values allowed.,COLUMN,,,,Single metadata definition,periphyton_chla,15,1
2324,periphyton_chla_VISIT_NO,VISIT_NO,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Number identifying which visit this is,VERIF,|1|2,,,Single metadata definition,periphyton_chla,15,1
2324,periphyton_chla_VOLUME_ADJUST,VOLUME_ADJUST,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Volume adjustment for analysis,PCHL,,,,Single metadata definition,periphyton_chla,1,1
2324,periphyton_chla_VOLUME_FILTERED,VOLUME_FILTERED,Chlorophyll-a,NRSA 2324 Periphyton Chlorophyll-a,Volume filtered,PCHL,,,,Single metadata definition,periphyton_chla,2,1
2324,phab_BANGMODE,BANGMODE,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Mode of bank slope category (Zar 1984),PHab boatable: bank morphology,,,,Single metadata definition,phab,1,1
2324,phab_BFWD_RAT,BFWD_RAT,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Bankfull Width/Depth Ratio,PHab boatable: channel morphology | PHab wadeable: channel morphology,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_C1TM100,C1TM100,Physical Habitat,NRSA 2324 Physical Habitat Metrics,LWD in/above wet chan(#/100m-all sizes) | LWD in/above Bkfl chan(#/100m-all sizes),PHab boatable: large woody debris | PHab wadeable: large woody debris,,,,Protocol/sample-type specific definitions — see Metadata Detail,phab,1,2
2324,phab_C1WM100,C1WM100,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Woody Debris pieces/100m,PHab boatable: large woody debris | PHab wadeable: large woody debris,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_C2TM100,C2TM100,Physical Habitat,NRSA 2324 Physical Habitat Metrics,LWD in/above wetted chan(#/100m-SMLX) | LWD in/above Bkfl chan (#/100m-SMLX),PHab boatable: large woody debris | PHab wadeable: large woody debris,,,,Protocol/sample-type specific definitions — see Metadata Detail,phab,1,2
2324,phab_C2WM100,C2WM100,Physical Habitat,NRSA 2324 Physical Habitat Metrics,LWD in wetted chnl (#/100m-SMLX) | LWD in Bkf chnl (#/100m-SMLX),PHab boatable: large woody debris | PHab wadeable: large woody debris,,,,Protocol/sample-type specific definitions — see Metadata Detail,phab,1,2
2324,phab_C4TM100,C4TM100,Physical Habitat,NRSA 2324 Physical Habitat Metrics,LWD in/above wetted chan (#/100m-LX) | LWD in/above Bkfl chan (#/100m-LX),PHab boatable: large woody debris | PHab wadeable: large woody debris,,,,Protocol/sample-type specific definitions — see Metadata Detail,phab,1,2
2324,phab_C4WM100,C4WM100,Physical Habitat,NRSA 2324 Physical Habitat Metrics,LWD in wetted chnl (#/100m-LX) | LWD in Bkf chnl (#/100m-LX),PHab boatable: large woody debris | PHab wadeable: large woody debris,,,,Protocol/sample-type specific definitions — see Metadata Detail,phab,1,2
2324,phab_CONFEATURES,CONFEATURES,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Constraining features,PHab boatable: channel characteristics | PHab wadeable: channel characteristics,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_CONPATTERN,CONPATTERN,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Channel pattern,PHab boatable: channel characteristics | PHab wadeable: channel characteristics,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_CONPERCENT,CONPERCENT,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Percent of channel length in contact with constraining features,PHab boatable: channel characteristics | PHab wadeable: channel characteristics,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_CONSTRAINT,CONSTRAINT,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Channel constraint type,PHab boatable: channel characteristics | PHab wadeable: channel characteristics,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_DATE_COL,DATE_COL,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Date of data collection in field,VERIF,,,,Single metadata definition,phab,15,1
2324,phab_LDCBF_G08,LDCBF_G08,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Log10(Streambed Critical Diameter-at Bankfull -- mm)(PRK 2008),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_LDMB_BW5,LDMB_BW5,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Log10(Streambed Critical Diameter-at Bankfull - mm) (PRK 1999),PHab boatable: bed stability | PHab wadeable: bed stability,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_LRBS_BW5,LRBS_BW5,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Log10(Relative Bed Stability (Dgm/Dcb) (PRK 1999),PHab boatable: bed stability | PHab wadeable: bed stability,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_LRBS_G08,LRBS_G08,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Log10(Relative Bed Stability (Dgm/Dcb) (PRK 2008),PHab boatable: bed stability | PHab wadeable: bed stability,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_LRBS_TST,LRBS_TST,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Log10[Relative Bed Stability] - Fast est,PHab boatable: bed stability | PHab wadeable: bed stability,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_LRBS_USE,LRBS_USE,Physical Habitat,NRSA 2324 Physical Habitat Metrics,"Log relative bed stability to use in assessing BEDSED_COND, filled in from other variables as needed",PHAB,,,,Single metadata definition,phab,1,1
2324,phab_LSUB_DMM,LSUB_DMM,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Log10(Dgm--Geometric Mean Bed Surface Particle Diameter--mm)),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_LSUB_DMM_NOR,LSUB_DMM_NOR,Physical Habitat,NRSA 2324 Physical Habitat Metrics,"Log10(Dgm--Geom.Mean Bed Surf.Part Diam,exclud Bdrk+hardpan--mm)",PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_LSUBD_SD,LSUBD_SD,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Thalweg sub.-StDev LOG10(Diam Class mm) | Substrate-StDev LOG10(Diam Class mm),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Protocol/sample-type specific definitions — see Metadata Detail,phab,1,2
2324,phab_LTEST,LTEST,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Log10[Erodible Substr Dia.(mm)]-Fast est | Log10[Erod. Substr Dia.(mm)]-Fast est,PHab boatable: bed stability | PHab wadeable: bed stability,,,,Protocol/sample-type specific definitions — see Metadata Detail,phab,1,2
2324,phab_MEDBK_A,MEDBK_A,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Bank Angle--Median (degrees),PHab wadeable: bank morphology,,,,Single metadata definition,phab,1,1
2324,phab_MEDBKUN,MEDBKUN,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Undercut Distance--Median (m),PHab wadeable: bank morphology,,,,Single metadata definition,phab,1,1
2324,phab_PCAN_C,PCAN_C,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Riparian Canopy Coniferous (Fract reach),PHab boatable: riparian vegetation | PHab wadeable: riparian vegetation,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCAN_D,PCAN_D,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Riparian Canopy Deciduous (Fract. reach),PHab boatable: riparian vegetation | PHab wadeable: riparian vegetation,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCAN_E,PCAN_E,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Rip Canopy Broadlf evrgrn (Fract of rch),PHab boatable: riparian vegetation | PHab wadeable: riparian vegetation,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCAN_M,PCAN_M,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Rip Canopy Mix Conif-Decid (Fract reach),PHab boatable: riparian vegetation | PHab wadeable: riparian vegetation,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCAN_N,PCAN_N,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Rip Canopy Absent (Fraction of reach),PHab boatable: riparian vegetation | PHab wadeable: riparian vegetation,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_BDRK,PCT_BDRK,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Bed Surface % Bedrock,PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_BH,PCT_BH,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Bed Surface % Bedrock + Hardpan,PHab boatable: substrate characterization,,,,Single metadata definition,phab,1,1
2324,phab_PCT_BIGR,PCT_BIGR,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Bed Surface % Larger than Gravel (64mm),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_BL,PCT_BL,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Thalweg sub. Boulders -- 250-4000 mm (%) | Substrate Boulders -- 250-4000 mm (%),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Protocol/sample-type specific definitions — see Metadata Detail,phab,1,2
2324,phab_PCT_CB,PCT_CB,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Thalweg sub. Cobbles -- 64-250 mm (%) | Substrate Cobbles -- 64-250 mm (%),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Protocol/sample-type specific definitions — see Metadata Detail,phab,1,2
2324,phab_PCT_DR,PCT_DR,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Percent of Reach that is Dry,PHab boatable: channel habitat | PHab wadeable: channel habitat,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_FA,PCT_FA,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Falls (% of reach),PHab boatable: channel habitat | PHab wadeable: channel habitat,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_FAST,PCT_FAST,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Percent Fast Water Habitat,PHab boatable: channel habitat | PHab wadeable: channel habitat,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_FN,PCT_FN,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Bed Surface % Fines <0.06mm,PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_GC,PCT_GC,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Substrate Coarse Gravel -- 16-64 mm (%),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_GF,PCT_GF,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Substrate Fine Gravel -- 2-16 mm (%),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_GL,PCT_GL,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Glide (% of reach),PHab boatable: channel habitat | PHab wadeable: channel habitat,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_GR,PCT_GR,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Thalweg substrate Gravel -- 16-64 mm (%),PHab boatable: substrate characterization,,,,Single metadata definition,phab,1,1
2324,phab_PCT_HP,PCT_HP,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Bed Surface % Hardpan,PHab boatable: substrate characterization | Phab wadeable: substrate characterization,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_OM,PCT_OM,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Substrate Organic detritus -- (%),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_ORG,PCT_ORG,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Substrate Wood or Detritus -- (%),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_OT,PCT_OT,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Thalweg substrate Miscellaneous -- (%) | Substrate Miscellaneous -- (%),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Protocol/sample-type specific definitions — see Metadata Detail,phab,1,2
2324,phab_PCT_OVRB,PCT_OVRB,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Ability to see over bank (% reach),PHab boatable: channel characteristics,,,,Single metadata definition,phab,1,1
2324,phab_PCT_POOL,PCT_POOL,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Pools -- All Types (% of reach),PHab boatable: channel habitat | PHab wadeable: channel habitat,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_RC,PCT_RC,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Substrate Concrete (%),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_RR,PCT_RR,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Substrate Rough Bedrock (%),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_RS,PCT_RS,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Substrate Smooth Bedrock (%),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_SA,PCT_SA,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Thalweg substrate Sand -- .06-2 mm (%) | Substrate Sand -- .06-2 mm (%),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Protocol/sample-type specific definitions — see Metadata Detail,phab,1,2
2324,phab_PCT_SAFN,PCT_SAFN,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Bed Surface Percent Sand or smaller (<2.0mm),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_SB,PCT_SB,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Substrate Boulders -- 250-1000 mm (%),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_SFGF,PCT_SFGF,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Bed Surface Fine Gravel or smaller (<16mm),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_SIDE,PCT_SIDE,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Percent of reach with side Channels/Bkwtrs,PHab boatable: general | PHab wadeable: general,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_SLOW,PCT_SLOW,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Percent of reach with Pool or Glide Habitat.,PHab boatable: channel habitat | PHab wadeable: channel habitat,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_WD,PCT_WD,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Substrate Woody -- (%),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCT_XB,PCT_XB,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Substrate Boulders -- 1000-4000 mm (%),PHab boatable: substrate characterization | PHab wadeable: substrate characterization,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PCTCLINOMETER,PCTCLINOMETER,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Percent of slope values based on hand held clinometer,PHab boatable: slope and bearing | PHab wadeable: slope and bearing,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_PROTOCOL,PROTOCOL,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Field protocol used for site (BOATABLE/WADEABLE),,,,,Single metadata definition,phab,1,1
2324,phab_PSTL_CODE,PSTL_CODE,Physical Habitat,NRSA 2324 Physical Habitat Metrics,"State two letter postal code for site sampled. 50 state postal codes plus AS, MP, GU, PR, VI for American Samoa, Commonwealth of Northern Marianas, Guam, Puerto Rico and Virgin Islands. No missing or \blank\"" values allowed.""",DESIGN,,,,Single metadata definition,phab,15,1
2324,phab_PUBLICATION_DATE,PUBLICATION_DATE,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Date of data file publication,,,,,Single metadata definition,phab,16,1
2324,phab_REACHLEN,REACHLEN,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Sample Reach Length (m),PHab boatable: general | PHab wadeable: general,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_RP100,RP100,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Mean Residual Depth at thalweg (cm),PHab boatable: residual pools | PHab wadeable: residual pools,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_RPGT50,RPGT50,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Resid Pools >50cm deep (number/reach),PHab boatable: residual pools | PHab wadeable: residual pools,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_RPGT75,RPGT75,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Resid Pools >75cm deep (number/reach),PHab boatable: residual pools | PHab wadeable: residual pools,,,,Same definition appears for multiple sample/record types,phab,1,2
2324,phab_RPMXDEP,RPMXDEP,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Maximum residual depth in reach (m) | Maximum residual depth in reach (cm),PHab boatable: residual pools | PHab wadeable: residual pools,,,,Protocol/sample-type specific definitions — see Metadata Detail,phab,1,2
2324,phab_RPXDEP,RPXDEP,Physical Habitat,NRSA 2324 Physical Habitat Metrics,Mean RP depth in reach (m/pool) | Mean RP depth in reach (cm/pool),PHab boatable: residual pools | PHab wadeable: residual pools,,,,Protocol/sample-type specific definitions — see Metadata Detail,phab,1,2
