cycle,source_dataset,indicator,database_style_key,epa_short_name,epa_definition_what_it_measures,sample_or_record_type,legal_values_format,range_low,range_high,metadata_name_column,convenience_prefix
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_DATE_ANALYZED,DATE_ANALYZED,Date sample analyzed,PBIO,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_DATE_COL,DATE_COL,Date of data collection in field,VERIF,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_DATE_RECEIVED,DATE_RECEIVED,Date sample received,PBIO,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_EXTRACT,EXTRACT,Amount in extract,PBIO,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_EXTRACT_UNITS,EXTRACT_UNITS,Units for chlorophyll a extract,COLUMN,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_HOLDING_TIME,HOLDING_TIME,Holding time,PBIO,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_HOLDING_TIME_UNITS,HOLDING_TIME_UNITS,Units of holding time,COLUMN,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_LAB,LAB,Laboratory processing sample,COLUMN,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_LAB_SAMPLE_ID,LAB_SAMPLE_ID,Laboratory Sample ID,PBIO,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_MATRIX,MATRIX,"Type of sample (e.g., water, sediment, tissue)",COLUMN,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_NARS_COMMENT,NARS_COMMENT,Comment to explain NARS_COMMENT when necessary,COLUMN,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_NARS_FLAG,NARS_FLAG,"Flag assigned by NARS: ND = Non-detect, L = Estimated, Q = Quality-related issue, S = Shipping time exceedence, H = Holding time exceedence, NR = No lab result for analyte",PBIO,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_PSTL_CODE,PSTL_CODE,"State two letter postal code for site sampled. 50 state postal codes plus AS, MP, GU, PR, VI for American Samoa, Commonwealth of Northern Marianas, Guam, Puerto Rico and Virgin Islands. No missing or \blank\"" values allowed.""",DESIGN,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_PUBLICATION_DATE,PUBLICATION_DATE,Date of data file publication,COLUMN,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_QA_FLAG,QA_FLAG,QA flag from laboratory,PBIO,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_RESULT,RESULT,Value of associated parameter,COLUMN,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_RESULT_UNITS,RESULT_UNITS,Result unit,COLUMN,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_RESULT_VOL,RESULT_VOL,"Result by volume, before correcting for area sampled",PBIO,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_RESULT_VOL_UNITS,RESULT_VOL_UNITS,Units for result by volume (ug/L),COLUMN,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_RL,RL,"Reporting Limit, units varying",PBIO,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_RL_UNITS,RL_UNITS,Units for reporting limit,COLUMN,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_SAM_CODE,SAM_CODE,"Sample code (e.g., regular, lab duplicate, lab split)",COLUMN,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_SAMPLE_ID,SAMPLE_ID,Periphyton Biomass (PBIO) sample id,PBIO,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_SAMPLE_TYPE,SAMPLE_TYPE,Code identifying sample type: PBIO=Periphyton biomass,COLUMN,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_SITE_ID,SITE_ID,"Site ID for the study and year sampled. Preferred form is NRSnn_MM-xxxxx where nn is current cycle year (04, 08, 13, 18, etc), MM is two letter state code, and xxxxx is between 10001 and 99999. No missing or \blank\"" values allowed.""",DESIGN,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_UID,UID,Unique site visit ID,COLUMN,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_UNIQUE_ID,UNIQUE_ID,Unique site ID based on location that does not depend on year sampled or any other factor. Form is NRS_ss_nnnnn where ss state and nnnnn is number that starts at 10001. No missing values allowed.,COLUMN,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_VISIT_NO,VISIT_NO,Number identifying which visit this is,VERIF,|1|2,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_VOLUME_FILTERED,VOLUME_FILTERED,Volume of water filtered,PBIO,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Biomass,Periphyton Biomass,periphyton_biomass_VOLUME_FILTERED_UNITS,VOLUME_FILTERED_UNITS,Units for volume filtered for chlorophyll a,COLUMN,,,,PARAMETER,periphyton_biomass
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_BATCH_ID,BATCH_ID,Laboratory Batch ID,COLUMN,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_DATE_ANALYZED,DATE_ANALYZED,Date sample analyzed,PCHL,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_DATE_COL,DATE_COL,Date of data collection in field,VERIF,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_DATE_RECEIVED,DATE_RECEIVED,Date sample received,PCHL,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_DILUTION_FACTOR,DILUTION_FACTOR,Dilution factor,PCHL,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_EXTRACT,EXTRACT,Amount in extract by volume,PCHL,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_HOLDING_TIME,HOLDING_TIME,Holding time,PCHL,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_LAB,LAB,Laboratory processing sample,COLUMN,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_LAB_SAMPLE_ID,LAB_SAMPLE_ID,Laboratory Sample ID,PCHL,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_MATRIX,MATRIX,"Type of sample (e.g., water, sediment, tissue)",COLUMN,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_MDL,MDL,Minimum Detection Limit,PCHL,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_NARS_FLAG,NARS_FLAG,"Flag assigned by NARS: ND = Non-detect, L = Estimated, Q = Quality-related issue, S = Shipping time exceedence, H = Holding time exceedence, NR = No lab result for analyte",PCHL,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_PSTL_CODE,PSTL_CODE,"State two letter postal code for site sampled. 50 state postal codes plus AS, MP, GU, PR, VI for American Samoa, Commonwealth of Northern Marianas, Guam, Puerto Rico and Virgin Islands. No missing or \blank\"" values allowed.""",DESIGN,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_PUBLICATION_DATE,PUBLICATION_DATE,Date of data file publication,COLUMN,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_QA_FLAG,QA_FLAG,QA flag from laboratory,PCHL,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_RESULT,RESULT,Value of associated parameter,COLUMN,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_RESULT_UNITS,RESULT_UNITS,Result unit,COLUMN,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_RESULT_VOL,RESULT_VOL,"Result by volume, before correcting for area sampled",PCHL,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_RESULT_VOL_UNITS,RESULT_VOL_UNITS,Units for result by volume (ug/L),COLUMN,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_RL,RL,"Reporting Limit, units varying",PCHL,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_SAM_CODE,SAM_CODE,"Sample code (e.g., regular, lab duplicate, lab split)",COLUMN,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_SAMPLE_ID,SAMPLE_ID,Periphyton Chlorophyll (PCHL) sample id,PCHL,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_SHIP_FLAG,SHIP_FLAG,Shipping flag,PCHL,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_SITE_ID,SITE_ID,"Site ID for the study and year sampled. Preferred form is NRSnn_MM-xxxxx where nn is current cycle year (04, 08, 13, 18, etc), MM is two letter state code, and xxxxx is between 10001 and 99999. No missing or \blank\"" values allowed.""",DESIGN,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_UID,UID,Unique site visit ID,COLUMN,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_UNIQUE_ID,UNIQUE_ID,Unique site ID based on location that does not depend on year sampled or any other factor. Form is NRS_ss_nnnnn where ss state and nnnnn is number that starts at 10001. No missing values allowed.,COLUMN,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_VISIT_NO,VISIT_NO,Number identifying which visit this is,VERIF,|1|2,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_VOLUME_ADJUST,VOLUME_ADJUST,Volume adjustment for analysis,PCHL,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Periphyton Chlorophyll-a,Chlorophyll-a,periphyton_chla_VOLUME_FILTERED,VOLUME_FILTERED,Volume filtered,PCHL,,,,VARIABLE,periphyton_chla
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_BANGMODE,BANGMODE,Mode of bank slope category (Zar 1984),PHab boatable: bank morphology,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_BFWD_RAT,BFWD_RAT,Bankfull Width/Depth Ratio,PHab boatable: channel morphology,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_BFWD_RAT,BFWD_RAT,Bankfull Width/Depth Ratio,PHab wadeable: channel morphology,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_C1TM100,C1TM100,LWD in/above wet chan(#/100m-all sizes),PHab boatable: large woody debris,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_C1TM100,C1TM100,LWD in/above Bkfl chan(#/100m-all sizes),PHab wadeable: large woody debris,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_C1WM100,C1WM100,Woody Debris pieces/100m,PHab boatable: large woody debris,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_C1WM100,C1WM100,Woody Debris pieces/100m,PHab wadeable: large woody debris,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_C2TM100,C2TM100,LWD in/above wetted chan(#/100m-SMLX),PHab boatable: large woody debris,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_C2TM100,C2TM100,LWD in/above Bkfl chan (#/100m-SMLX),PHab wadeable: large woody debris,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_C2WM100,C2WM100,LWD in wetted chnl (#/100m-SMLX),PHab boatable: large woody debris,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_C2WM100,C2WM100,LWD in Bkf chnl (#/100m-SMLX),PHab wadeable: large woody debris,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_C4TM100,C4TM100,LWD in/above wetted chan (#/100m-LX),PHab boatable: large woody debris,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_C4TM100,C4TM100,LWD in/above Bkfl chan (#/100m-LX),PHab wadeable: large woody debris,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_C4WM100,C4WM100,LWD in wetted chnl (#/100m-LX),PHab boatable: large woody debris,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_C4WM100,C4WM100,LWD in Bkf chnl (#/100m-LX),PHab wadeable: large woody debris,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_CONFEATURES,CONFEATURES,Constraining features,PHab boatable: channel characteristics,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_CONFEATURES,CONFEATURES,Constraining features,PHab wadeable: channel characteristics,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_CONPATTERN,CONPATTERN,Channel pattern,PHab boatable: channel characteristics,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_CONPATTERN,CONPATTERN,Channel pattern,PHab wadeable: channel characteristics,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_CONPERCENT,CONPERCENT,Percent of channel length in contact with constraining features,PHab boatable: channel characteristics,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_CONPERCENT,CONPERCENT,Percent of channel length in contact with constraining features,PHab wadeable: channel characteristics,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_CONSTRAINT,CONSTRAINT,Channel constraint type,PHab boatable: channel characteristics,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_CONSTRAINT,CONSTRAINT,Channel constraint type,PHab wadeable: channel characteristics,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_DATE_COL,DATE_COL,Date of data collection in field,VERIF,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_LDCBF_G08,LDCBF_G08,Log10(Streambed Critical Diameter-at Bankfull -- mm)(PRK 2008),PHab boatable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_LDCBF_G08,LDCBF_G08,Log10(Streambed Critical Diameter-at Bankfull -- mm)(PRK 2008),PHab wadeable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_LDMB_BW5,LDMB_BW5,Log10(Streambed Critical Diameter-at Bankfull - mm) (PRK 1999),PHab boatable: bed stability,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_LDMB_BW5,LDMB_BW5,Log10(Streambed Critical Diameter-at Bankfull - mm) (PRK 1999),PHab wadeable: bed stability,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_LRBS_BW5,LRBS_BW5,Log10(Relative Bed Stability (Dgm/Dcb) (PRK 1999),PHab boatable: bed stability,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_LRBS_BW5,LRBS_BW5,Log10(Relative Bed Stability (Dgm/Dcb) (PRK 1999),PHab wadeable: bed stability,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_LRBS_G08,LRBS_G08,Log10(Relative Bed Stability (Dgm/Dcb) (PRK 2008),PHab boatable: bed stability,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_LRBS_G08,LRBS_G08,Log10(Relative Bed Stability (Dgm/Dcb) (PRK 2008),PHab wadeable: bed stability,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_LRBS_TST,LRBS_TST,Log10[Relative Bed Stability] - Fast est,PHab boatable: bed stability,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_LRBS_TST,LRBS_TST,Log10[Relative Bed Stability] - Fast est,PHab wadeable: bed stability,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_LRBS_USE,LRBS_USE,"Log relative bed stability to use in assessing BEDSED_COND, filled in from other variables as needed",PHAB,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_LSUB_DMM,LSUB_DMM,Log10(Dgm--Geometric Mean Bed Surface Particle Diameter--mm)),PHab boatable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_LSUB_DMM,LSUB_DMM,Log10(Dgm--Geometric Mean Bed Surface Particle Diameter--mm)),PHab wadeable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_LSUB_DMM_NOR,LSUB_DMM_NOR,"Log10(Dgm--Geom.Mean Bed Surf.Part Diam,exclud Bdrk+hardpan--mm)",PHab boatable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_LSUB_DMM_NOR,LSUB_DMM_NOR,"Log10(Dgm--Geom.Mean Bed Surf.Part Diam,exclud Bdrk+hardpan--mm)",PHab wadeable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_LSUBD_SD,LSUBD_SD,Thalweg sub.-StDev LOG10(Diam Class mm),PHab boatable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_LSUBD_SD,LSUBD_SD,Substrate-StDev LOG10(Diam Class mm),PHab wadeable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_LTEST,LTEST,Log10[Erodible Substr Dia.(mm)]-Fast est,PHab boatable: bed stability,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_LTEST,LTEST,Log10[Erod. Substr Dia.(mm)]-Fast est,PHab wadeable: bed stability,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_MEDBK_A,MEDBK_A,Bank Angle--Median (degrees),PHab wadeable: bank morphology,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_MEDBKUN,MEDBKUN,Undercut Distance--Median (m),PHab wadeable: bank morphology,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCAN_C,PCAN_C,Riparian Canopy Coniferous (Fract reach),PHab boatable: riparian vegetation,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCAN_C,PCAN_C,Riparian Canopy Coniferous (Fract reach),PHab wadeable: riparian vegetation,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCAN_D,PCAN_D,Riparian Canopy Deciduous (Fract. reach),PHab boatable: riparian vegetation,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCAN_D,PCAN_D,Riparian Canopy Deciduous (Fract. reach),PHab wadeable: riparian vegetation,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCAN_E,PCAN_E,Rip Canopy Broadlf evrgrn (Fract of rch),PHab boatable: riparian vegetation,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCAN_E,PCAN_E,Rip Canopy Broadlf evrgrn (Fract of rch),PHab wadeable: riparian vegetation,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCAN_M,PCAN_M,Rip Canopy Mix Conif-Decid (Fract reach),PHab boatable: riparian vegetation,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCAN_M,PCAN_M,Rip Canopy Mix Conif-Decid (Fract reach),PHab wadeable: riparian vegetation,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCAN_N,PCAN_N,Rip Canopy Absent (Fraction of reach),PHab boatable: riparian vegetation,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCAN_N,PCAN_N,Rip Canopy Absent (Fraction of reach),PHab wadeable: riparian vegetation,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_BDRK,PCT_BDRK,Bed Surface % Bedrock,PHab boatable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_BDRK,PCT_BDRK,Bed Surface % Bedrock,PHab wadeable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_BH,PCT_BH,Bed Surface % Bedrock + Hardpan,PHab boatable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_BIGR,PCT_BIGR,Bed Surface % Larger than Gravel (64mm),PHab boatable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_BIGR,PCT_BIGR,Bed Surface % Larger than Gravel (64mm),PHab wadeable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_BL,PCT_BL,Thalweg sub. Boulders -- 250-4000 mm (%),PHab boatable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_BL,PCT_BL,Substrate Boulders -- 250-4000 mm (%),PHab wadeable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_CB,PCT_CB,Thalweg sub. Cobbles -- 64-250 mm (%),PHab boatable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_CB,PCT_CB,Substrate Cobbles -- 64-250 mm (%),PHab wadeable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_DR,PCT_DR,Percent of Reach that is Dry,PHab boatable: channel habitat,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_DR,PCT_DR,Percent of Reach that is Dry,PHab wadeable: channel habitat,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_FA,PCT_FA,Falls (% of reach),PHab boatable: channel habitat,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_FA,PCT_FA,Falls (% of reach),PHab wadeable: channel habitat,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_FAST,PCT_FAST,Percent Fast Water Habitat,PHab boatable: channel habitat,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_FAST,PCT_FAST,Percent Fast Water Habitat,PHab wadeable: channel habitat,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_FN,PCT_FN,Bed Surface % Fines <0.06mm,PHab boatable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_FN,PCT_FN,Bed Surface % Fines <0.06mm,PHab wadeable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_GC,PCT_GC,Substrate Coarse Gravel -- 16-64 mm (%),PHab boatable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_GC,PCT_GC,Substrate Coarse Gravel -- 16-64 mm (%),PHab wadeable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_GF,PCT_GF,Substrate Fine Gravel -- 2-16 mm (%),PHab boatable: substrate characterization,,,,COLUMN_NAME,phab
2324,NRSA 2324 Physical Habitat Metrics,Physical Habitat,phab_PCT_GF,PCT_GF,Substrate Fine Gravel -- 2-16 mm (%),PHab wadeable: substrate characterization,,,,COLUMN_NAME,phab
